# Resampling Filter (for graphing)
#
# filter = SincFast
# window = SincFast
# support = 3
# window-support = 3
# scale-blur = 1
# practical-support = 3

 1.22	-0.12462
 1.23	-0.127591
 1.24	-0.130341
 1.25	-0.132871
 1.26	-0.135184
 1.27	-0.137284
 1.28	-0.139172
 1.29	-0.140853
 1.30	-0.14233
 1.31	-0.143606
 1.32	-0.144685
 1.33	-0.14557
 1.34	-0.146266
 1.35	-0.146776
 1.36	-0.147104
 1.37	-0.147255
 1.38	-0.147233
 1.39	-0.147041
 1.40	-0.146685
 1.41	-0.146169
 1.42	-0.145498
 1.43	-0.144675
 1.44	-0.143707
 1.45	-0.142597
 1.46	-0.14135
 1.47	-0.139972
 1.48	-0.138467
 1.49	-0.136839
 1.50	-0.135095
 1.51	-0.133238
 1.52	-0.131275
 1.53	-0.129209
 1.54	-0.127046
 1.55	-0.124791
 1.56	-0.122448
 1.57	-0.120024
 1.58	-0.117522
 1.59	-0.114948
 1.60	-0.112306
 1.61	-0.109602
 1.62	-0.10684
 1.63	-0.104025
 1.64	-0.101161
 1.65	-0.0982549
 1.66	-0.0953096
 1.67	-0.09233
 1.68	-0.0893208
 1.69	-0.0862864
 1.70	-0.0832311
 1.71	-0.0801594
 1.72	-0.0770754
 1.73	-0.0739834
 1.74	-0.0708874
 1.75	-0.0677913
 1.76	-0.0646992
 1.77	-0.0616148
 1.78	-0.0585419
 1.79	-0.055484
 1.80	-0.0524447
 1.81	-0.0494274
 1.82	-0.0464353
 1.83	-0.0434717
 1.84	-0.0405398
 1.85	-0.0376423
 1.86	-0.0347823
 1.87	-0.0319625
 1.88	-0.0291855
 1.89	-0.0264538
 1.90	-0.0237699
 1.91	-0.021136
 1.92	-0.0185542
 1.93	-0.0160267
 1.94	-0.0135554
 1.95	-0.0111421
 1.96	-0.00878839
 1.97	-0.00649595
 1.98	-0.0042662
 1.99	-0.00210048
 2.00	2.75444e-16
 2.01	0.00203414
 2.02	0.00400096
 2.03	0.00589959
 2.04	0.00772927
 2.05	0.00948938
 2.06	0.0111794
 2.07	0.0127988
 2.08	0.0143475
 2.09	0.015825
 2.10	0.0172315
 2.11	0.0185668
 2.12	0.0198311
 2.13	0.0210246
 2.14	0.0221475
 2.15	0.0232003
 2.16	0.0241835
 2.17	0.0250976
 2.18	0.0259433
 2.19	0.0267214
 2.20	0.0274327
 2.21	0.028078
 2.22	0.0286585
 2.23	0.029175
 2.24	0.0296288
 2.25	0.0300211
 2.26	0.0303531
 2.27	0.0306261
 2.28	0.0308415
 2.29	0.0310007
 2.30	0.0311053
 2.31	0.0311567
 2.32	0.0311566
 2.33	0.0311065
 2.34	0.031008
 2.35	0.030863
 2.36	0.0306731
 2.37	0.0304401
 2.38	0.0301657
 2.39	0.0298518
 2.40	0.0295001
 2.41	0.0291126
 2.42	0.028691
 2.43	0.0282373
 2.44	0.0277532
 2.45	0.0272407
 2.46	0.0267016
 2.47	0.0261379
 2.48	0.0255513
 2.49	0.0249437
 2.50	0.0243171
 2.51	0.0236732
 2.52	0.0230138
 2.53	0.0223407
 2.54	0.0216558
 2.55	0.0209608
 2.56	0.0202574
 2.57	0.0195474
 2.58	0.0188323
 2.59	0.0181139
 2.60	0.0173938
 2.61	0.0166735
 2.62	0.0159546
 2.63	0.0152386
 2.64	0.0145269
 2.65	0.013821
 2.66	0.0131222
 2.67	0.0124319
 2.68	0.0117512
 2.69	0.0110815
 2.70	0.010424
 2.71	0.0097797
 2.72	0.00914975
 2.73	0.00853517
 2.74	0.00793692
 2.75	0.00735593
 2.76	0.00679305
 2.77	0.0062491
 2.78	0.00572484
 2.79	0.00522095
 2.80	0.00473809
 2.81	0.00427684
 2.82	0.00383773
 2.83	0.00342123
 2.84	0.00302778
 2.85	0.00265773
 2.86	0.00231139
 2.87	0.00198902
 2.88	0.00169082
 2.89	0.00141694
 2.90	0.00116746
 2.91	0.00094244
 2.92	0.000741864
 2.93	0.000565673
 2.94	0.000413759
 2.95	0.000285963
 2.96	0.000182082
 2.97	0.000101863
 2.98	4.50101e-05
 2.99	1.11835e-05
 3.00	4.40447e-29
 3.00	0
